"hgnc_symbol","entrezgene_id","description","gene_biotype"
"CHD1",1105,"chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]","protein_coding"
"CHD1L",9557,"chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]","protein_coding"
"CHD2",1106,"chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]","protein_coding"
"CHD3",1107,"chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]","protein_coding"
"CHD4",1108,"chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]","protein_coding"
"CHD5",26038,"chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]","protein_coding"
"CHD6",84181,"chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19057]","protein_coding"
"CHD7",55636,"chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]","protein_coding"
"CHD8",57680,"chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]","protein_coding"
"CHD9",80205,"chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]","protein_coding"
"CHDH",55349,"choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]","protein_coding"
"CHEK1",1111,"checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]","protein_coding"
"CHEK2",11200,"checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]","protein_coding"
"CHEK2P2",NA,"CHEK2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43578]","transcribed_unprocessed_pseudogene"
"CHEK2P2",646096,"CHEK2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43578]","lncRNA"
"CHEK2P2",124905489,"CHEK2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43578]","lncRNA"
"CHEK2P2",124905504,"CHEK2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43578]","lncRNA"
"CHERP",10523,"calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930]","protein_coding"
"CHFR",55743,"checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]","protein_coding"
"CHGA",1113,"chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]","protein_coding"
"CHGB",1114,"chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]","protein_coding"
"CHI3L1",1116,"chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]","protein_coding"
"CHI3L2",1117,"chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933]","protein_coding"
"CHIA",27159,"chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]","protein_coding"
"CHIC1",53344,"cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]","protein_coding"
"CHIC2",26511,"cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]","protein_coding"
"CHID1",66005,"chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]","protein_coding"
"CHIT1",1118,"chitinase 1 [Source:HGNC Symbol;Acc:HGNC:1936]","protein_coding"
"CHKA",1119,"choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]","protein_coding"
"CHKB",1120,"choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]","protein_coding"
"CHL1",10752,"cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]","protein_coding"
"CHM",1121,"CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940]","protein_coding"
"CHML",1122,"CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]","protein_coding"
"CHML",23596,"CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]","protein_coding"
"CHMP1A",5119,"charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]","protein_coding"
"CHMP1B",57132,"charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]","protein_coding"
"CHMP2A",27243,"charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]","protein_coding"
"CHMP2B",25978,"charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]","protein_coding"
"CHMP4B",128866,"charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]","protein_coding"
"CHMP4C",92421,"charged multivesicular body protein 4C [Source:HGNC Symbol;Acc:HGNC:30599]","protein_coding"
"CHMP5",51510,"charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]","protein_coding"
"CHMP6",79643,"charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]","protein_coding"
"CHMP7",91782,"charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]","protein_coding"
"CHN1",1123,"chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]","protein_coding"
"CHN2",1124,"chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]","protein_coding"
"CHODL",140578,"chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]","protein_coding"
"CHORDC1",26973,"cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]","protein_coding"
"CHP1",11261,"calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433]","protein_coding"
"CHP2",63928,"calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]","protein_coding"
"CHPF",79586,"chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]","protein_coding"
"CHPF2",54480,"chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]","protein_coding"
"CHPT1",56994,"choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]","protein_coding"
"CHRAC1",54108,"chromatin accessibility complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:13544]","protein_coding"
"CHRD",8646,"chordin [Source:HGNC Symbol;Acc:HGNC:1949]","protein_coding"
"CHRDL1",91851,"chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]","protein_coding"
"CHRDL2",25884,"chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]","protein_coding"
"CHRFAM7A",89832,"CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion [Source:HGNC Symbol;Acc:HGNC:15781]","protein_coding"
"CHRM1",1128,"cholinergic receptor muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950]","protein_coding"
"CHRM2",1129,"cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]","protein_coding"
"CHRM3",1131,"cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]","protein_coding"
"CHRM4",1132,"cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]","protein_coding"
"CHRM5",1133,"cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]","protein_coding"
"CHRNA1",1134,"cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]","protein_coding"
"CHRNA10",57053,"cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]","protein_coding"
"CHRNA2",1135,"cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956]","protein_coding"
"CHRNA3",1136,"cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]","protein_coding"
"CHRNA4",1137,"cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]","protein_coding"
"CHRNA5",1138,"cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]","protein_coding"
"CHRNA6",8973,"cholinergic receptor nicotinic alpha 6 subunit [Source:HGNC Symbol;Acc:HGNC:15963]","protein_coding"
"CHRNA7",1139,"cholinergic receptor nicotinic alpha 7 subunit [Source:HGNC Symbol;Acc:HGNC:1960]","protein_coding"
"CHRNA9",55584,"cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]","protein_coding"
"CHRNB1",1140,"cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961]","protein_coding"
"CHRNB2",1141,"cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]","protein_coding"
"CHRNB3",1142,"cholinergic receptor nicotinic beta 3 subunit [Source:HGNC Symbol;Acc:HGNC:1963]","protein_coding"
"CHRNB4",1143,"cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]","protein_coding"
"CHRND",1144,"cholinergic receptor nicotinic delta subunit [Source:HGNC Symbol;Acc:HGNC:1965]","protein_coding"
"CHRNE",1145,"cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]","protein_coding"
"CHRNG",1146,"cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967]","protein_coding"
"CHST1",8534,"carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]","protein_coding"
"CHST10",9486,"carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]","protein_coding"
"CHST11",50515,"carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]","protein_coding"
"CHST13",166012,"carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755]","protein_coding"
"CHST14",113189,"carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]","protein_coding"
"CHST15",51363,"carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]","protein_coding"
"CHST3",9469,"carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]","protein_coding"
"CHST4",10164,"carbohydrate sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:1972]","protein_coding"
"CHST5",23563,"carbohydrate sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:1973]","protein_coding"
"CHST6",4166,"carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]","protein_coding"
"CHST7",56548,"carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817]","protein_coding"
"CHST8",64377,"carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]","protein_coding"
"CHST9",83539,"carbohydrate sulfotransferase 9 [Source:HGNC Symbol;Acc:HGNC:19898]","protein_coding"
"CHSY1",22856,"chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]","protein_coding"
"CHSY3",337876,"chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]","protein_coding"
"CHTF18",63922,"chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]","protein_coding"
"CHTF8",54921,"chromosome transmission fidelity factor 8 [Source:HGNC Symbol;Acc:HGNC:24353]","protein_coding"
"CHTOP",26097,"chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]","protein_coding"
"CHUK",1147,"component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974]","protein_coding"
"CIAO1",9391,"cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280]","protein_coding"
"CIAPIN1",57019,"cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]","protein_coding"
"CIB1",10519,"calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]","protein_coding"
"CIB2",10518,"calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]","protein_coding"
"CIB3",117286,"calcium and integrin binding family member 3 [Source:HGNC Symbol;Acc:HGNC:24580]","protein_coding"
"CIB4",130106,"calcium and integrin binding family member 4 [Source:HGNC Symbol;Acc:HGNC:33703]","protein_coding"
"CIC",23152,"capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]","protein_coding"
"CIDEA",1149,"cell death inducing DFFA like effector a [Source:HGNC Symbol;Acc:HGNC:1976]","protein_coding"
"CIDEB",27141,"cell death inducing DFFA like effector b [Source:HGNC Symbol;Acc:HGNC:1977]","protein_coding"
"CIDEC",63924,"cell death inducing DFFA like effector c [Source:HGNC Symbol;Acc:HGNC:24229]","protein_coding"
"CIITA",4261,"class II major histocompatibility complex transactivator [Source:HGNC Symbol;Acc:HGNC:7067]","protein_coding"
"CILP",8483,"cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]","protein_coding"
"CILP2",148113,"cartilage intermediate layer protein 2 [Source:HGNC Symbol;Acc:HGNC:24213]","protein_coding"
"CINP",51550,"cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]","protein_coding"
"CIR1",9541,"corepressor interacting with RBPJ, CIR1 [Source:HGNC Symbol;Acc:HGNC:24217]","protein_coding"
"CIRBP",1153,"cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]","protein_coding"
"CISD1",55847,"CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]","protein_coding"
"CISD2",493856,"CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]","protein_coding"
"CISD3",284106,"CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]","protein_coding"
"CISH",1154,"cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]","protein_coding"
"CIT",11113,"citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]","protein_coding"
"CITED1",4435,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]","protein_coding"
"CITED2",10370,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]","protein_coding"
"CITED4",163732,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]","protein_coding"
"CIZ1",25792,"CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]","protein_coding"
"CKAP2",26586,"cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]","protein_coding"
"CKAP2L",150468,"cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]","protein_coding"
"CKAP4",10970,"cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]","protein_coding"
"CKAP5",9793,"cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]","protein_coding"
"CKB",1152,"creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]","protein_coding"
"CKM",1158,"creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]","protein_coding"
"CKMT1A",1159,"creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]","protein_coding"
"CKMT1A",548596,"creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]","protein_coding"
"CKMT1B",1159,"creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]","protein_coding"
"CKMT1B",548596,"creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]","protein_coding"
"CKMT2",1160,"creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]","protein_coding"
"CKS1B",1163,"CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]","protein_coding"
"CKS2",1164,"CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]","protein_coding"
"CLASP1",23332,"cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]","protein_coding"
"CLASP2",23122,"cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078]","protein_coding"
"CLASRP",11129,"CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]","protein_coding"
"CLC",1178,"Charcot-Leyden crystal galectin [Source:HGNC Symbol;Acc:HGNC:2014]","protein_coding"
"CLCA1",1179,"chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]","protein_coding"
"CLCA2",9635,"chloride channel accessory 2 [Source:HGNC Symbol;Acc:HGNC:2016]","protein_coding"
"CLCA3P",NA,"chloride channel accessory 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:2017]","transcribed_unprocessed_pseudogene"
"CLCA4",22802,"chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]","protein_coding"
"CLCC1",23155,"chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]","protein_coding"
"CLCF1",23529,"cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]","protein_coding"
"CLCN1",1180,"chloride voltage-gated channel 1 [Source:HGNC Symbol;Acc:HGNC:2019]","protein_coding"
"CLCN2",1181,"chloride voltage-gated channel 2 [Source:HGNC Symbol;Acc:HGNC:2020]","protein_coding"
"CLCN3",1182,"chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]","protein_coding"
"CLCN4",1183,"chloride voltage-gated channel 4 [Source:HGNC Symbol;Acc:HGNC:2022]","protein_coding"
"CLCN5",1184,"chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]","protein_coding"
"CLCN6",1185,"chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]","protein_coding"
"CLCN7",1186,"chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]","protein_coding"
"CLCNKA",1187,"chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]","protein_coding"
"CLDN1",9076,"claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]","protein_coding"
"CLDN10",9071,"claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]","protein_coding"
"CLDN11",5010,"claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","protein_coding"
"CLDN12",9069,"claudin 12 [Source:HGNC Symbol;Acc:HGNC:2034]","protein_coding"
"CLDN15",24146,"claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036]","protein_coding"
"CLDN16",10686,"claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]","protein_coding"
"CLDN17",26285,"claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038]","protein_coding"
"CLDN18",51208,"claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]","protein_coding"
"CLDN19",149461,"claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]","protein_coding"
"CLDN2",9075,"claudin 2 [Source:HGNC Symbol;Acc:HGNC:2041]","protein_coding"
"CLDN20",49861,"claudin 20 [Source:HGNC Symbol;Acc:HGNC:2042]","protein_coding"
"CLDN22",53842,"claudin 22 [Source:HGNC Symbol;Acc:HGNC:2044]","protein_coding"
"CLDN23",137075,"claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]","protein_coding"
"CLDN24",100132463,"claudin 24 [Source:HGNC Symbol;Acc:HGNC:37200]","protein_coding"
"CLDN25",644672,"claudin 25 [Source:HGNC Symbol;Acc:HGNC:37218]","protein_coding"
"CLDN3",1365,"claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045]","protein_coding"
"CLDN4",1364,"claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]","protein_coding"
"CLDN5",7122,"claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047]","protein_coding"
"CLDN7",1366,"claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]","protein_coding"
"CLDN8",9073,"claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]","protein_coding"
"CLDN9",9080,"claudin 9 [Source:HGNC Symbol;Acc:HGNC:2051]","protein_coding"
"CLDND1",56650,"claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]","protein_coding"
"CLDND2",125875,"claudin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28511]","protein_coding"
"CLEC10A",10462,"C-type lectin domain containing 10A [Source:HGNC Symbol;Acc:HGNC:16916]","protein_coding"
"CLEC11A",6320,"C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]","protein_coding"
"CLEC12A",160364,"C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]","protein_coding"
"CLEC12B",387837,"C-type lectin domain family 12 member B [Source:HGNC Symbol;Acc:HGNC:31966]","protein_coding"
"CLEC14A",161198,"C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]","protein_coding"
"CLEC16A",23274,"C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]","protein_coding"
"CLEC17A",388512,"C-type lectin domain containing 17A [Source:HGNC Symbol;Acc:HGNC:34520]","protein_coding"
"CLEC18A",348174,"C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388]","protein_coding"
"CLEC18B",497190,"C-type lectin domain family 18 member B [Source:HGNC Symbol;Acc:HGNC:33849]","protein_coding"
"CLEC18B",124907806,"C-type lectin domain family 18 member B [Source:HGNC Symbol;Acc:HGNC:33849]","protein_coding"
"CLEC18B",128966624,"C-type lectin domain family 18 member B [Source:HGNC Symbol;Acc:HGNC:33849]","protein_coding"
"CLEC1A",51267,"C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]","protein_coding"
"CLEC1B",51266,"C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]","protein_coding"
"CLEC2A",387836,"C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]","protein_coding"
"CLEC2B",9976,"C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]","protein_coding"
"CLEC2D",29121,"C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]","protein_coding"
"CLEC2L",154790,"C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]","protein_coding"
"CLEC3A",10143,"C-type lectin domain family 3 member A [Source:HGNC Symbol;Acc:HGNC:2052]","protein_coding"
"CLEC3B",7123,"C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]","protein_coding"
"CLEC4A",50856,"C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]","protein_coding"
"CLEC4C",170482,"C-type lectin domain family 4 member C [Source:HGNC Symbol;Acc:HGNC:13258]","protein_coding"
"CLEC4D",338339,"C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]","protein_coding"
"CLEC4E",26253,"C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]","protein_coding"
"CLEC4F",165530,"C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]","protein_coding"
"CLEC4G",339390,"C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]","protein_coding"
"CLEC4GP1",NA,"C-type lectin domain family 4 member G pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33502]","transcribed_unprocessed_pseudogene"
