"hgnc_symbol","ensembl_gene_id","entrezgene_id","description","gene_biotype","transcript_length"
"FA2H","ENSG00000103089",79152,"fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]","protein_coding",2405
"WDR59","ENSG00000103091",79726,"WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]","protein_coding",5878
"MON1B","ENSG00000103111",22879,"MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]","protein_coding",5813
"CMC2","ENSG00000103121",56942,"C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]","protein_coding",10072
"AXIN1","ENSG00000103126",8312,"axin 1 [Source:HGNC Symbol;Acc:HGNC:903]","protein_coding",6340
"HCFC1R1","ENSG00000103145",54985,"host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]","protein_coding",1365
"NPRL3","ENSG00000103148",8131,"NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]","protein_coding",3128
"MLYCD","ENSG00000103150",23417,"malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]","protein_coding",13054
"MPG","ENSG00000103152",4350,"N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]","protein_coding",1193
"NECAB2","ENSG00000103154",54550,"N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746]","protein_coding",2064
"HSDL1","ENSG00000103160",83693,"hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]","protein_coding",3648
"TAF1C","ENSG00000103168",9013,"TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]","protein_coding",4637
"NAGPA","ENSG00000103174",51172,"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]","protein_coding",3286
"WFDC1","ENSG00000103175",58189,"WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]","protein_coding",4177
"SEC14L5","ENSG00000103184",9717,"SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]","protein_coding",6445
"COTL1","ENSG00000103187",23406,"coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]","protein_coding",5330
"USP10","ENSG00000103194",9100,"ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]","protein_coding",3328
"CRISPLD2","ENSG00000103196",83716,"cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]","protein_coding",4583
"TSC2","ENSG00000103197",7249,"TSC complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:12363]","protein_coding",8598
"ZNF500","ENSG00000103199",26048,"zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716]","protein_coding",5824
"NME4","ENSG00000103202",4833,"NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]","protein_coding",1861
"ABCC1","ENSG00000103222",4363,"ATP binding cassette subfamily C member 1 (ABCC1 blood group) [Source:HGNC Symbol;Acc:HGNC:51]","protein_coding",6594
"NOMO3","ENSG00000103226",408050,"NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]","protein_coding",5231
"LMF1","ENSG00000103227",64788,"lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]","protein_coding",3358
"FOXF1","ENSG00000103241",2294,"forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]","protein_coding",3520
"CIAO3","ENSG00000103245",64428,"cytosolic iron-sulfur assembly component 3 [Source:HGNC Symbol;Acc:HGNC:14179]","protein_coding",3212
"MTHFSD","ENSG00000103248",64779,"methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]","protein_coding",3623
"CLCN7","ENSG00000103249",1186,"chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]","protein_coding",4184
"HAGHL","ENSG00000103253",84264,"hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]","protein_coding",2481
"ANTKMT","ENSG00000103254",65990,"adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]","protein_coding",1686
"SLC7A5","ENSG00000103257",8140,"solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]","protein_coding",4556
"METRN","ENSG00000103260",79006,"meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]","protein_coding",3322
"FBXO31","ENSG00000103264",79791,"F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]","protein_coding",6012
"STUB1","ENSG00000103266",10273,"STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]","protein_coding",1853
"RHBDL1","ENSG00000103269",9028,"rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007]","protein_coding",1566
"NUBP1","ENSG00000103274",4682,"NUBP iron-sulfur cluster assembly factor 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:8041]","protein_coding",1231
"UBE2I","ENSG00000103275",7329,"ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]","protein_coding",8342
"ZP2","ENSG00000103310",7783,"zona pellucida glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:13188]","protein_coding",2749
"MEFV","ENSG00000103313",4210,"MEFV innate immunity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]","protein_coding",3710
"CRYM","ENSG00000103316",1428,"crystallin mu [Source:HGNC Symbol;Acc:HGNC:2418]","protein_coding",1507
"EEF2K","ENSG00000103319",29904,"eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]","protein_coding",7398
"CAPN15","ENSG00000103326",6650,"calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182]","protein_coding",4888
"PIEZO1","ENSG00000103335",9780,"piezo type mechanosensitive ion channel component 1 (Er blood group) [Source:HGNC Symbol;Acc:HGNC:28993]","protein_coding",8089
"GSPT1","ENSG00000103342",2935,"G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]","protein_coding",7141
"ZNF174","ENSG00000103343",7727,"zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]","protein_coding",2459
"CLUAP1","ENSG00000103351",23059,"clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]","protein_coding",5126
"UBFD1","ENSG00000103353",56061,"ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]","protein_coding",4745
"PRSS33","ENSG00000103355",260429,"serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]","protein_coding",1755
"EARS2","ENSG00000103356",124454,"glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]","protein_coding",5196
"ELOB","ENSG00000103363",6923,"elongin B [Source:HGNC Symbol;Acc:HGNC:11619]","protein_coding",3605
"GGA2","ENSG00000103365",23062,"golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]","protein_coding",5973
"AQP8","ENSG00000103375",343,"aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]","protein_coding",1325
"CPPED1","ENSG00000103381",55313,"calcineurin like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]","protein_coding",6143
"USP31","ENSG00000103404",57478,"ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]","protein_coding",10881
"HMOX2","ENSG00000103415",3163,"heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]","protein_coding",1908
"DNAJA3","ENSG00000103423",9093,"DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]","protein_coding",3351
"CORO7-PAM16","ENSG00000103426",100529144,"CORO7-PAM16 readthrough [Source:HGNC Symbol;Acc:HGNC:44424]","protein_coding",3815
"BFAR","ENSG00000103429",51283,"bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]","protein_coding",2903
"SALL1","ENSG00000103449",6299,"spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]","protein_coding",5223
"TOX3","ENSG00000103460",27324,"TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]","protein_coding",4959
"RRN3P2","ENSG00000103472",653390,"RRN3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37619]","lncRNA",4818
"RBL2","ENSG00000103479",5934,"RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]","protein_coding",6326
"QPRT","ENSG00000103485",23475,"quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]","protein_coding",2200
"XYLT1","ENSG00000103489",64131,"xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]","protein_coding",9970
"PYCARD","ENSG00000103490",29108,"PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]","protein_coding",1137
"RPGRIP1L","ENSG00000103494",23322,"RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]","protein_coding",7935
"MAZ","ENSG00000103495",4150,"MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]","protein_coding",2765
"STX4","ENSG00000103496",6810,"syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]","protein_coding",1588
"CDIPT","ENSG00000103502",10423,"CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]","protein_coding",2253
"BCKDK","ENSG00000103507",10295,"branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]","protein_coding",2558
"KAT8","ENSG00000103510",84148,"lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]","protein_coding",2500
"NOMO1","ENSG00000103512",23420,"NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]","protein_coding",4312
"IL21R","ENSG00000103522",50615,"interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]","protein_coding",4837
"SYT17","ENSG00000103528",51760,"synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]","protein_coding",5092
"TMC5","ENSG00000103534",79838,"transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]","protein_coding",4917
"CCP110","ENSG00000103540",9738,"centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]","protein_coding",8720
"VPS35L","ENSG00000103544",57020,"VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]","protein_coding",3894
"SLC6A2","ENSG00000103546",6530,"solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]","protein_coding",7055
"RNF40","ENSG00000103549",9810,"ring finger protein 40 [Source:HGNC Symbol;Acc:HGNC:16867]","protein_coding",5371
"KNOP1","ENSG00000103550",400506,"lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]","protein_coding",6422
"AQP9","ENSG00000103569",366,"aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]","protein_coding",2849
"AAGAB","ENSG00000103591",79719,"alpha and gamma adaptin binding protein [Source:HGNC Symbol;Acc:HGNC:25662]","protein_coding",3132
"IQCH","ENSG00000103599",64799,"IQ motif containing H [Source:HGNC Symbol;Acc:HGNC:25721]","protein_coding",4253
"LACTB","ENSG00000103642",114294,"lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]","protein_coding",2978
"CORO2B","ENSG00000103647",10391,"coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]","protein_coding",3545
"CSK","ENSG00000103653",1445,"C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]","protein_coding",2743
"HERC1","ENSG00000103657",8925,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]","protein_coding",15197
"TRIP4","ENSG00000103671",9325,"thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]","protein_coding",2013
"MTFMT","ENSG00000103707",123263,"mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]","protein_coding",2746
"RASL12","ENSG00000103710",51285,"RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]","protein_coding",2519
"AP3B2","ENSG00000103723",8120,"adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]","protein_coding",6210
"ACSBG1","ENSG00000103740",23205,"acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]","protein_coding",6215
"IGDCC4","ENSG00000103742",57722,"immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]","protein_coding",6363
"RAB11A","ENSG00000103769",8766,"RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]","protein_coding",4895
"CTSH","ENSG00000103811",1512,"cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]","protein_coding",7215
"TTC23","ENSG00000103852",64927,"tetratricopeptide repeat domain 23 [Source:HGNC Symbol;Acc:HGNC:25730]","protein_coding",3872
"CD276","ENSG00000103855",80381,"CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]","protein_coding",3295
"FAH","ENSG00000103876",2184,"fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]","protein_coding",3511
"CEMIP","ENSG00000103888",57214,"cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]","protein_coding",7353
"RPAP1","ENSG00000103932",26015,"RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]","protein_coding",5897
"HOMER2","ENSG00000103942",9455,"homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]","protein_coding",10341
"EHD4","ENSG00000103966",30844,"EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]","protein_coding",6401
"TMEM87A","ENSG00000103978",25963,"transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]","protein_coding",2964
"ZNF106","ENSG00000103994",64397,"zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]","protein_coding",10460
"CEP152","ENSG00000103995",22995,"centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]","protein_coding",5560
"ATP8B4","ENSG00000104043",79895,"ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]","protein_coding",5783
"OCA2","ENSG00000104044",4948,"OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101]","protein_coding",3143
"DTWD1","ENSG00000104047",56986,"DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]","protein_coding",13776
"TGM5","ENSG00000104055",9333,"transglutaminase 5 [Source:HGNC Symbol;Acc:HGNC:11781]","protein_coding",2843
"ENTREP2","ENSG00000104059",23359,"endosomal transmembrane epsin interactor 2 [Source:HGNC Symbol;Acc:HGNC:29075]","protein_coding",4963
"GABPB1","ENSG00000104064",2553,"GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4074]","protein_coding",4609
"TJP1","ENSG00000104067",7082,"tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]","protein_coding",7950
"BMF","ENSG00000104081",90427,"Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]","protein_coding",4692
"DMXL2","ENSG00000104093",23312,"Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]","protein_coding",10672
"SCG3","ENSG00000104112",29106,"secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707]","protein_coding",3160
"DNAJC17","ENSG00000104129",55192,"DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]","protein_coding",3721
"EIF3J","ENSG00000104131",8669,"eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]","protein_coding",2479
"SPG11","ENSG00000104133",80208,"SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]","protein_coding",7893
"RHOV","ENSG00000104140",171177,"ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]","protein_coding",1650
"VPS18","ENSG00000104142",57617,"VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]","protein_coding",3875
"OIP5","ENSG00000104147",11339,"Opa interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:20300]","protein_coding",1201
"SLC30A4","ENSG00000104154",7782,"solute carrier family 30 member 4 [Source:HGNC Symbol;Acc:HGNC:11015]","protein_coding",7110
"BLOC1S6","ENSG00000104164",26258,"biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]","protein_coding",4013
"MYEF2","ENSG00000104177",50804,"myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]","protein_coding",10137
"SGK3","ENSG00000104205",23678,"serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]","protein_coding",4190
"PDGFRL","ENSG00000104213",5157,"platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]","protein_coding",1905
"CSPP1","ENSG00000104218",79848,"centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]","protein_coding",5999
"ZDHHC2","ENSG00000104219",51201,"zinc finger DHHC-type palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:18469]","protein_coding",5924
"BRF2","ENSG00000104221",55290,"BRF2 RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:17298]","protein_coding",2621
"TRIM35","ENSG00000104228",23087,"tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]","protein_coding",4183
"ZFAND1","ENSG00000104231",79752,"zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858]","protein_coding",2719
"RP1","ENSG00000104237",6101,"RP1 axonemal microtubule associated [Source:HGNC Symbol;Acc:HGNC:10263]","protein_coding",7071
"CA2","ENSG00000104267",760,"carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]","protein_coding",1562
"FZD3","ENSG00000104290",7976,"frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]","protein_coding",13770
"INTS9","ENSG00000104299",55756,"integrator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25592]","protein_coding",2759
"RIPK2","ENSG00000104312",8767,"receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]","protein_coding",2516
"EYA1","ENSG00000104313",2138,"EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]","protein_coding",4254
"NBN","ENSG00000104320",4683,"nibrin [Source:HGNC Symbol;Acc:HGNC:7652]","protein_coding",8632
"TRPA1","ENSG00000104321",8989,"transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]","protein_coding",5191
"CPQ","ENSG00000104324",10404,"carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]","protein_coding",1932
"DECR1","ENSG00000104325",1666,"2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]","protein_coding",2760
"CALB1","ENSG00000104327",793,"calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434]","protein_coding",5392
"BPNT2","ENSG00000104331",54928,"3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]","protein_coding",7224
"SFRP1","ENSG00000104332",6422,"secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]","protein_coding",4464
"LAPTM4B","ENSG00000104341",55353,"lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]","protein_coding",3173
"UBE2W","ENSG00000104343",55284,"ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]","protein_coding",8459
"POP1","ENSG00000104356",10940,"POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]","protein_coding",4739
"NIPAL2","ENSG00000104361",79815,"NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]","protein_coding",4581
"IKBKB","ENSG00000104365",3551,"inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960]","protein_coding",5002
"PLAT","ENSG00000104368",5327,"plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]","protein_coding",3462
"JPH1","ENSG00000104369",56704,"junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]","protein_coding",4590
"DKK4","ENSG00000104371",27121,"dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]","protein_coding",896
"STK3","ENSG00000104375",6788,"serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]","protein_coding",5333
"GDAP1","ENSG00000104381",54332,"ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]","protein_coding",7738
"RAB2A","ENSG00000104388",5862,"RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]","protein_coding",3735
"EIF3E","ENSG00000104408",3646,"eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]","protein_coding",7938
