,Gene,Gene ID,Gene Length
2454,CD86,ENSG00000114013,65778
2455,CD8A,ENSG00000153563,23787
2456,CD8B,ENSG00000172116,46586
2457,CD9,ENSG00000010278,38557
2458,CD93,ENSG00000125810,21186
2459,CD96,ENSG00000153283,373278
2460,CD99,ENSG00000002586,50123
2461,CD99,ENSG00000292348,50123
2462,CD99L2,ENSG00000102181,132481
2463,CD99P1,ENSG00000223773,14039
2464,CD99P1,ENSG00000291040,58191
2465,CD99P1,ENSG00000292361,14039
2466,CD99P1,ENSG00000292362,58191
2467,CDA,ENSG00000158825,29818
2468,CDADC1,ENSG00000102543,45561
2469,CDAN1,ENSG00000140326,13585
2470,CDC123,ENSG00000151465,54625
2471,CDC14A,ENSG00000079335,194649
2472,CDC14B,ENSG00000081377,129603
2473,CDC14C,ENSG00000218305,2908
2474,CDC16,ENSG00000130177,37837
2475,CDC20,ENSG00000117399,4223
2476,CDC20B,ENSG00000164287,60207
2477,CDC23,ENSG00000094880,25694
2478,CDC25A,ENSG00000164045,31272
2479,CDC25B,ENSG00000101224,19350
2480,CDC25C,ENSG00000158402,53087
2481,CDC26,ENSG00000176386,19738
2482,CDC27,ENSG00000004897,71720
2483,CDC34,ENSG00000099804,10333
2484,CDC37,ENSG00000105401,29032
2485,CDC37L1,ENSG00000106993,28841
2486,CDC40,ENSG00000168438,74135
2487,CDC42,ENSG00000070831,48734
2488,CDC42BPA,ENSG00000143776,328628
2489,CDC42BPB,ENSG00000198752,125170
2490,CDC42BPG,ENSG00000171219,21602
2491,CDC42EP1,ENSG00000128283,8926
2492,CDC42EP2,ENSG00000149798,7552
2493,CDC42EP3,ENSG00000163171,96587
2494,CDC42EP4,ENSG00000179604,28382
2495,CDC42EP5,ENSG00000167617,8271
2496,CDC42SE1,ENSG00000197622,19355
2497,CDC42SE2,ENSG00000158985,152955
2498,CDC45,ENSG00000093009,41156
2499,CDC5L,ENSG00000096401,62720
2500,CDC6,ENSG00000094804,16779
2501,CDC7,ENSG00000097046,24914
2502,CDC73,ENSG00000134371,132833
2503,CDCA2,ENSG00000184661,48713
2504,CDCA3,ENSG00000111665,6500
2505,CDCA4,ENSG00000170779,11511
2506,CDCA5,ENSG00000146670,17865
2507,CDCA7,ENSG00000144354,14178
2508,CDCA7L,ENSG00000164649,45005
2509,CDCA8,ENSG00000134690,17239
2510,CDCP1,ENSG00000163814,64146
2511,CDCP2,ENSG00000157211,21084
2512,CDH1,ENSG00000039068,98246
2513,CDH10,ENSG00000040731,157879
2514,CDH11,ENSG00000140937,182360
2515,CDH12,ENSG00000154162,1102672
2516,CDH13,ENSG00000140945,1173676
2517,CDH15,ENSG00000129910,23745
2518,CDH16,ENSG00000166589,10796
2519,CDH17,ENSG00000079112,90142
2520,CDH18,ENSG00000145526,1104578
2521,CDH19,ENSG00000071991,103056
2522,CDH2,ENSG00000170558,245068
2523,CDH20,ENSG00000101542,222350
2524,CDH22,ENSG00000149654,134760
2525,CDH23,ENSG00000107736,419028
2526,CDH24,ENSG00000139880,10477
2527,CDH26,ENSG00000124215,75589
2528,CDH3,ENSG00000062038,91280
2529,CDH4,ENSG00000179242,688357
2530,CDH5,ENSG00000179776,38095
2531,CDH6,ENSG00000113361,135461
2532,CDH7,ENSG00000081138,140086
2533,CDH8,ENSG00000150394,389794
2534,CDH9,ENSG00000113100,240554
2535,CDHR1,ENSG00000148600,25085
2536,CDHR2,ENSG00000074276,53464
2537,CDHR3,ENSG00000128536,159637
2538,CDHR4,ENSG00000187492,9142
2539,CDHR5,ENSG00000099834,9502
2540,CDIPT,ENSG00000103502,5058
2541,CDK1,ENSG00000170312,16522
2542,CDK10,ENSG00000185324,15618
2543,CDK11B,ENSG00000248333,23788
2544,CDK12,ENSG00000167258,106074
2545,CDK13,ENSG00000065883,149460
2546,CDK14,ENSG00000058091,744167
2547,CDK15,ENSG00000138395,105090
2548,CDK16,ENSG00000102225,12138
2549,CDK17,ENSG00000059758,122220
2550,CDK18,ENSG00000117266,28198
2551,CDK19,ENSG00000155111,205981
2552,CDK2,ENSG00000123374,6009
2553,CDK20,ENSG00000156345,8313
2554,CDK2AP1,ENSG00000111328,22223
2555,CDK2AP2,ENSG00000167797,2153
2556,CDK3,ENSG00000250506,5145
2557,CDK4,ENSG00000135446,8287
2558,CDK5,ENSG00000164885,4083
2559,CDK5R2,ENSG00000171450,2490
2560,CDK5RAP1,ENSG00000101391,42723
2561,CDK5RAP2,ENSG00000136861,191296
2562,CDK5RAP3,ENSG00000108465,13972
2563,CDK6,ENSG00000105810,231653
2564,CDK7,ENSG00000134058,42636
2565,CDK8,ENSG00000132964,166879
2566,CDK9,ENSG00000136807,5114
2567,CDKAL1,ENSG00000145996,697948
2568,CDKL2,ENSG00000138769,54221
2569,CDKL3,ENSG00000006837,84698
2570,CDKL4,ENSG00000205111,75939
2571,CDKL5,ENSG00000008086,228047
2572,CDKN1A,ENSG00000124762,10938
2573,CDKN1B,ENSG00000111276,36872
2574,CDKN1C,ENSG00000129757,2563
2575,CDKN2A,ENSG00000147889,27550
2576,CDKN2AIP,ENSG00000168564,4430
2577,CDKN2AIPNL,ENSG00000237190,9817
2578,CDKN2B,ENSG00000147883,6403
2579,CDKN2C,ENSG00000123080,13890
2580,CDKN2D,ENSG00000129355,2600
2581,CDKN3,ENSG00000100526,23370
2582,CDNF,ENSG00000185267,19331
2583,CDO1,ENSG00000129596,11927
2584,CDR1,ENSG00000288642,789
2585,CDR2,ENSG00000140743,91230
2586,CDR2L,ENSG00000109089,18169
2587,CDRT15,ENSG00000223510,1190
2588,CDRT15L2,ENSG00000214819,1188
2589,CDRT15P1,ENSG00000141028,975
2590,CDRT15P2,ENSG00000227255,962
2591,CDRT4,ENSG00000239704,39714
2592,CDRT7,ENSG00000259944,983
2593,CDS1,ENSG00000163624,68208
2594,CDS2,ENSG00000101290,71009
2595,CDSN,ENSG00000204539,5360
2596,CDT1,ENSG00000167513,5470
2597,CDV3,ENSG00000091527,16576
2598,CDX1,ENSG00000113722,17781
2599,CDX2,ENSG00000165556,8398
2600,CDX4,ENSG00000131264,8119
2601,CDYL,ENSG00000153046,249393
2602,CDYL2,ENSG00000166446,206692
2603,CEACAM1,ENSG00000079385,53931
2604,CEACAM16,ENSG00000213892,11568
2605,CEACAM18,ENSG00000213822,12763
2606,CEACAM19,ENSG00000186567,22082
2607,CEACAM20,ENSG00000273777,28112
2608,CEACAM21,ENSG00000007129,37327
2609,CEACAM22P,ENSG00000230666,6369
2610,CEACAM22P,ENSG00000290603,83806
2611,CEACAM3,ENSG00000170956,14968
2612,CEACAM4,ENSG00000105352,8060
2613,CEACAM5,ENSG00000105388,21849
2614,CEACAM6,ENSG00000086548,21235
2615,CEACAM7,ENSG00000007306,33674
2616,CEACAM8,ENSG00000124469,14813
2617,CEBPA,ENSG00000245848,2601
2618,CEBPB,ENSG00000172216,1957
2619,CEBPD,ENSG00000221869,1252
2620,CEBPE,ENSG00000092067,3221
2621,CEBPZ,ENSG00000115816,29985
2622,CECR2,ENSG00000099954,198203
2623,CECR3,ENSG00000241832,9964
2624,CECR7,ENSG00000237438,2554
2625,CEL,ENSG00000170835,9881
2626,CELA1,ENSG00000139610,18238
2627,CELA2A,ENSG00000142615,15364
2628,CELA2B,ENSG00000215704,25487
2629,CELA3B,ENSG00000219073,21621
2630,CELF1,ENSG00000149187,99637
2631,CELF2,ENSG00000048740,538279
2632,CELF3,ENSG00000159409,16746
2633,CELF4,ENSG00000101489,322788
2634,CELF5,ENSG00000161082,72416
2635,CELF6,ENSG00000140488,35431
2636,CELP,ENSG00000170827,4693
2637,CELSR1,ENSG00000075275,176787
2638,CELSR2,ENSG00000143126,26213
2639,CELSR3,ENSG00000008300,26424
2640,CEMP1,ENSG00000205923,1383
2641,CEND1,ENSG00000184524,2999
2642,CENPA,ENSG00000115163,36779
2643,CENPB,ENSG00000125817,2890
2644,CENPE,ENSG00000138778,93097
2645,CENPF,ENSG00000117724,61390
2646,CENPH,ENSG00000153044,20784
2647,CENPI,ENSG00000102384,67939
2648,CENPJ,ENSG00000151849,40611
2649,CENPK,ENSG00000123219,45403
2650,CENPL,ENSG00000120334,25334
2651,CENPM,ENSG00000100162,19639
2652,CENPN,ENSG00000166451,26563
2653,CENPO,ENSG00000138092,29241
2654,CENPP,ENSG00000188312,294577
2655,CENPQ,ENSG00000031691,29738
2656,CENPT,ENSG00000102901,19655
2657,CENPV,ENSG00000166582,11123
2658,CENPW,ENSG00000203760,8761
2659,CEP104,ENSG00000116198,45311
2660,CEP112,ENSG00000154240,556597
2661,CEP120,ENSG00000168944,78703
2662,CEP128,ENSG00000100629,482535
2663,CEP135,ENSG00000174799,84491
2664,CEP152,ENSG00000103995,98219
2665,CEP164,ENSG00000110274,98710
2666,CEP170,ENSG00000143702,131366
2667,CEP170P1,ENSG00000154608,86511
2668,CEP170P1,ENSG00000298466,37940
2669,CEP19,ENSG00000174007,5974
2670,CEP192,ENSG00000101639,133691
2671,CEP250,ENSG00000126001,64117
2672,CEP290,ENSG00000198707,93084
2673,CEP350,ENSG00000135837,160207
2674,CEP41,ENSG00000106477,48663
2675,CEP44,ENSG00000164118,49651
2676,CEP55,ENSG00000138180,32481
2677,CEP57,ENSG00000166037,42729
2678,CEP57L1,ENSG00000183137,79309
2679,CEP63,ENSG00000182923,102091
2680,CEP68,ENSG00000011523,30651
2681,CEP70,ENSG00000114107,100195
2682,CEP72,ENSG00000112877,54829
2683,CEP76,ENSG00000101624,40945
2684,CEP78,ENSG00000148019,43629
2685,CEP85,ENSG00000130695,44609
2686,CEP85L,ENSG00000111860,249304
2687,CEP89,ENSG00000121289,96067
2688,CEP95,ENSG00000258890,35597
2689,CEP97,ENSG00000182504,46029
2690,CEPT1,ENSG00000134255,45626
2691,CER1,ENSG00000147869,3010
2692,CERCAM,ENSG00000167123,25601
2693,CERK,ENSG00000100422,53843
2694,CERKL,ENSG00000188452,145625
2695,CERS1,ENSG00000223802,28183
2696,CERS2,ENSG00000143418,14421
2697,CERS3,ENSG00000154227,144601
2698,CERS4,ENSG00000090661,55698
2699,CERS5,ENSG00000139624,38245
2700,CERS6,ENSG00000172292,318886
2701,CES1,ENSG00000198848,30487
2702,CES1P2,ENSG00000260765,21997
2703,CES2,ENSG00000172831,10653
2704,CES3,ENSG00000172828,13905
2705,CES4A,ENSG00000172824,21829
2706,CES5A,ENSG00000159398,109878
2707,CES5AP1,ENSG00000215478,17412
2708,CETN1,ENSG00000177143,1735
2709,CETN2,ENSG00000147400,3764
2710,CETN3,ENSG00000153140,17510
2711,CETN4P,ENSG00000224786,1646
2712,CETP,ENSG00000087237,21923
2713,CFB,ENSG00000243649,6437
2714,CFD,ENSG00000197766,8432
2715,CFDP1,ENSG00000153774,139806
2716,CFH,ENSG00000000971,100723
2717,CFHR1,ENSG00000244414,17429
2718,CFHR2,ENSG00000080910,15885
2719,CFHR5,ENSG00000134389,34669
2720,CFI,ENSG00000205403,71143
2721,CFL1,ENSG00000172757,39005
2722,CFL1P1,ENSG00000223820,411
2723,CFL1P1,ENSG00000290782,27685
2724,CFL2,ENSG00000165410,5711
2725,CFLAR,ENSG00000003402,60534
2726,CFP,ENSG00000126759,7134
2727,CFTR,ENSG00000001626,428852
2728,CGB2,ENSG00000104818,1349
2729,CGB5,ENSG00000189052,1464
2730,CGB8,ENSG00000213030,1474
2731,CGGBP1,ENSG00000163320,97942
2732,CGN,ENSG00000143375,28183
2733,CGNL1,ENSG00000128849,174751
2734,CGREF1,ENSG00000138028,20240
2735,CGRRF1,ENSG00000100532,29481
2736,CH25H,ENSG00000138135,1689
2737,CHAC1,ENSG00000128965,3551
2738,CHAC2,ENSG00000143942,7393
2739,CHAD,ENSG00000136457,4411
2740,CHADL,ENSG00000100399,11422
2741,CHAF1A,ENSG00000167670,42379
2742,CHAF1B,ENSG00000159259,33624
2743,CHAMP1,ENSG00000198824,23145
2744,CHAT,ENSG00000070748,58848
2745,CHCHD1,ENSG00000172586,1606
2746,CHCHD10,ENSG00000250479,2139
2747,CHCHD2,ENSG00000106153,11913
2748,CHCHD3,ENSG00000106554,297221
2749,CHCHD4,ENSG00000163528,12794
2750,CHCHD5,ENSG00000125611,5036
2751,CHCHD6,ENSG00000159685,256181
2752,CHCHD7,ENSG00000170791,7124
2753,COA4,ENSG00000181924,7056
2754,CHD1,ENSG00000153922,75023
2755,CHD1L,ENSG00000131778,53112
2756,CHD2,ENSG00000173575,141794
2757,CHD3,ENSG00000170004,27965
2758,CHD4,ENSG00000111642,44443
2759,CHD5,ENSG00000116254,78535
2760,CHD6,ENSG00000124177,216302
2761,CHD7,ENSG00000171316,189289
2762,CHD8,ENSG00000100888,70933
2763,CHD9,ENSG00000177200,274160
2764,CHDH,ENSG00000016391,34085
2765,CHEK1,ENSG00000149554,51093
2766,CHEK2,ENSG00000183765,54680
2767,CHEK2P2,ENSG00000259156,8063
2768,CHEK2P2,ENSG00000290857,9121
2769,CHERP,ENSG00000085872,24544
2770,CHFR,ENSG00000072609,134118
2771,CHGA,ENSG00000100604,12136
2772,CHGB,ENSG00000089199,13844
2773,CHI3L1,ENSG00000133048,7774
2774,CHI3L2,ENSG00000064886,42670
2775,CHIA,ENSG00000134216,29716
2776,CHIC1,ENSG00000204116,123915
2777,CHIC2,ENSG00000109220,69803
2778,CHID1,ENSG00000177830,47200
2779,CHIT1,ENSG00000133063,60815
2780,CHKA,ENSG00000110721,68586
2781,CHKB,ENSG00000100288,22497
2782,CHL1,ENSG00000134121,212655
2783,CHM,ENSG00000188419,186382
2784,CHML,ENSG00000203668,11519
2785,CHMP1A,ENSG00000131165,16923
2786,CHMP1B,ENSG00000255112,3032
2787,CHMP2A,ENSG00000130724,3654
2788,CHMP2B,ENSG00000083937,28286
2789,CHMP4B,ENSG00000101421,43019
2790,CHMP4C,ENSG00000164695,27068
2791,CHMP5,ENSG00000086065,17192
2792,CHMP6,ENSG00000176108,17920
2793,CHMP7,ENSG00000147457,18364
2794,CHN1,ENSG00000128656,206573
2795,CHN2,ENSG00000106069,367782
2796,CHODL,ENSG00000154645,366111
2797,CHORDC1,ENSG00000110172,22649
2798,CHP1,ENSG00000187446,51049
2799,CHP2,ENSG00000166869,3910
2800,CHPF,ENSG00000123989,4856
2801,CHPF2,ENSG00000033100,8497
2802,CHPT1,ENSG00000111666,47194
2803,CHRAC1,ENSG00000104472,5844
2804,CHRD,ENSG00000090539,10683
2805,CHRDL1,ENSG00000101938,121964
2806,CHRDL2,ENSG00000054938,34998
2807,CHRFAM7A,ENSG00000166664,33284
2808,CHRM1,ENSG00000168539,13129
2809,CHRM2,ENSG00000181072,151604
2810,CHRM3,ENSG00000133019,528888
2811,CHRM4,ENSG00000180720,7988
2812,CHRM5,ENSG00000184984,98962
2813,CHRNA1,ENSG00000138435,40344
2814,CHRNA10,ENSG00000129749,5798
2815,CHRNA2,ENSG00000120903,20128
2816,CHRNA3,ENSG00000080644,28244
2817,CHRNA4,ENSG00000101204,35179
2818,CHRNA5,ENSG00000169684,29750
2819,CHRNA6,ENSG00000147434,43773
2820,CHRNA7,ENSG00000175344,249581
2821,CHRNA9,ENSG00000174343,19885
2822,CHRNB1,ENSG00000170175,12650
2823,CHRNB2,ENSG00000160716,12236
2824,CHRNB3,ENSG00000147432,40042
2825,CHRNB4,ENSG00000117971,103644
2826,CHRND,ENSG00000135902,10675
2827,CHRNE,ENSG00000108556,36668
2828,CHRNG,ENSG00000196811,8424
2829,CHST1,ENSG00000175264,17934
2830,CHST10,ENSG00000115526,25809
2831,CHST11,ENSG00000171310,306720
2832,CHST13,ENSG00000180767,19137
2833,CHST14,ENSG00000169105,2175
2834,CHST15,ENSG00000182022,85931
2835,CHST3,ENSG00000122863,49164
2836,CHST4,ENSG00000140835,13516
2837,CHST5,ENSG00000135702,7579
2838,CHST6,ENSG00000183196,23394
2839,CHST7,ENSG00000147119,24732
2840,CHST8,ENSG00000124302,151557
2841,CHST9,ENSG00000154080,278828
2842,CHSY1,ENSG00000131873,76322
2843,CHSY3,ENSG00000198108,282170
2844,CHTF18,ENSG00000127586,12692
2845,CHTF8,ENSG00000168802,14579
2846,CHTOP,ENSG00000160679,12325
2847,CHUK,ENSG00000213341,41297
2848,CIAO1,ENSG00000144021,8015
2849,CIAPIN1,ENSG00000005194,19234
2850,CIB1,ENSG00000185043,4073
2851,CIB2,ENSG00000136425,26930
2852,CIB3,ENSG00000141977,12158
2853,CIB4,ENSG00000157884,60162
2854,CIC,ENSG00000079432,27261
2855,CIDEA,ENSG00000176194,23235
2856,CIDEB,ENSG00000136305,6244
2857,CIDEC,ENSG00000187288,13545
2858,CIITA,ENSG00000179583,76800
2859,CILP,ENSG00000138615,16714
2860,CILP2,ENSG00000160161,8412
2861,CINP,ENSG00000100865,21815
2862,CIR1,ENSG00000138433,47691
2863,CIRBP,ENSG00000099622,15497
2864,CISD1,ENSG00000122873,20425
2865,CISD2,ENSG00000145354,23834
2866,CISD3,ENSG00000277972,5265
2867,CISH,ENSG00000114737,5286
2868,CIT,ENSG00000122966,191530
2869,CITED1,ENSG00000125931,5550
2870,CITED2,ENSG00000164442,2842
2871,CITED4,ENSG00000179862,1310
2872,CIZ1,ENSG00000148337,43133
2873,CKAP2,ENSG00000136108,21200
2874,CKAP2L,ENSG00000169607,28316
2875,CKAP4,ENSG00000136026,66399
2876,CKAP5,ENSG00000175216,103261
2877,CKB,ENSG00000166165,3167
2878,CKM,ENSG00000104879,16463
2879,CKMT1A,ENSG00000223572,6337
2880,CKMT1B,ENSG00000237289,11848
2881,CKMT2,ENSG00000131730,33079
2882,CKS1B,ENSG00000173207,4599
2883,CKS2,ENSG00000123975,5509
2884,CLASP1,ENSG00000074054,311701
2885,CLASP2,ENSG00000163539,222112
2886,CLASRP,ENSG00000104859,31912
2887,CLC,ENSG00000105205,6775
2888,CLCA1,ENSG00000016490,31892
2889,CLCA2,ENSG00000137975,32383
2890,CLCA3P,ENSG00000153923,20470
2891,CLCA3P,ENSG00000291014,21104
2892,CLCA4,ENSG00000016602,33677
2893,CLCC1,ENSG00000121940,81643
2894,CLCF1,ENSG00000175505,10010
2895,CLCN1,ENSG00000188037,35973
2896,CLCN2,ENSG00000114859,15466
2897,CLCN3,ENSG00000109572,111041
2898,CLCN4,ENSG00000073464,80686
2899,CLCN5,ENSG00000171365,176640
2900,CLCN6,ENSG00000011021,41984
2901,CLCN7,ENSG00000103249,30144
2902,CLCNKA,ENSG00000186510,15176
2903,CLDN1,ENSG00000163347,16740
2904,CLDN10,ENSG00000134873,146156
2905,CLDN11,ENSG00000013297,35866
2906,CLDN12,ENSG00000157224,129682
2907,CLDN15,ENSG00000106404,6729
2908,CLDN16,ENSG00000113946,89598
2909,CLDN17,ENSG00000156282,1241
2910,CLDN18,ENSG00000066405,34921
2911,CLDN19,ENSG00000164007,7162
2912,CLDN2,ENSG00000165376,30698
2913,CLDN20,ENSG00000171217,12536
2914,CLDN22,ENSG00000177300,2177
2915,CLDN23,ENSG00000253958,2160
2916,CLDN24,ENSG00000185758,663
2917,CLDN25,ENSG00000228607,690
2918,CLDN3,ENSG00000165215,1274
2919,CLDN4,ENSG00000189143,33149
2920,CLDN5,ENSG00000184113,4522
2921,CLDN7,ENSG00000181885,4081
2922,CLDN8,ENSG00000156284,2092
2923,CLDN9,ENSG00000213937,1583
2924,CLDND1,ENSG00000080822,25155
2925,CLDND2,ENSG00000160318,1906
2926,CLEC10A,ENSG00000132514,5771
2927,CLEC11A,ENSG00000105472,2345
2928,CLEC12A,ENSG00000172322,44379
2929,CLEC12B,ENSG00000256660,8170
2930,CLEC14A,ENSG00000176435,2094
2931,CLEC16A,ENSG00000038532,237648
2932,CLEC17A,ENSG00000187912,28952
2933,CLEC18A,ENSG00000157322,13748
2934,CLEC18B,ENSG00000140839,12848
2935,CLEC1A,ENSG00000150048,42074
2936,CLEC1B,ENSG00000165682,27783
2937,CLEC2A,ENSG00000188393,33698
2938,CLEC2B,ENSG00000110852,17018
2939,CLEC2D,ENSG00000069493,34585
2940,CLEC2L,ENSG00000236279,21301
2941,CLEC3A,ENSG00000166509,44247
2942,CLEC3B,ENSG00000163815,34524
2943,CLEC4A,ENSG00000111729,14991
2944,CLEC4C,ENSG00000198178,22223
2945,CLEC4D,ENSG00000166527,12892
2946,CLEC4E,ENSG00000166523,7601
2947,CLEC4F,ENSG00000152672,11957
2948,CLEC4G,ENSG00000182566,4950
2949,CLEC4GP1,ENSG00000268297,3073
2950,CLEC4M,ENSG00000104938,6396
2951,CLEC5A,ENSG00000258227,19651
2952,CLEC6A,ENSG00000205846,22369
2953,CLEC7A,ENSG00000172243,13482
2954,CLEC9A,ENSG00000197992,35354
2955,CLGN,ENSG00000153132,39209
2956,CLIC1,ENSG00000213719,9183
2957,CLIC2,ENSG00000155962,58447
2958,CLIC3,ENSG00000169583,1961
2959,CLIC4,ENSG00000169504,98940
2960,CLIC5,ENSG00000112782,199522
2961,CLIC6,ENSG00000159212,49234
2962,CLINT1,ENSG00000113282,73403
2963,CLIP2,ENSG00000106665,116529
2964,CLIP3,ENSG00000105270,18684
2965,CLIP4,ENSG00000115295,102073
2966,CLK1,ENSG00000013441,11683
2967,CLK2,ENSG00000176444,15624
2968,CLK3,ENSG00000179335,46915
2969,CLK4,ENSG00000113240,27952
2970,CLLU1,ENSG00000257127,9472
2971,CLMN,ENSG00000165959,137969
2972,CLMP,ENSG00000166250,125420
2973,CLN3,ENSG00000188603,21465
2974,CLN5,ENSG00000102805,28484
2975,CLN6,ENSG00000128973,50220
2976,CLN8,ENSG00000182372,45934
2977,CLNK,ENSG00000109684,198374
2978,CLNS1A,ENSG00000074201,122859
2979,CLOCK,ENSG00000134852,119007
2980,CLP1,ENSG00000172409,13678
2981,CLPB,ENSG00000162129,149186
2982,CLPP,ENSG00000125656,8816
2983,CLPS,ENSG00000137392,2363
2984,CLPTM1,ENSG00000104853,38757
2985,CLPTM1L,ENSG00000049656,27348
2986,CLPX,ENSG00000166855,37124
2987,CLRN1,ENSG00000163646,46565
2988,CLRN2,ENSG00000249581,11940
2989,CLRN3,ENSG00000180745,15101
2990,CLSPN,ENSG00000092853,49761
2991,CLSTN1,ENSG00000171603,95059
2992,CLSTN2,ENSG00000158258,642213
2993,CLSTN3,ENSG00000139182,29248
2994,CLTA,ENSG00000122705,113926
2995,CLTB,ENSG00000175416,24039
2996,CLTC,ENSG00000141367,77277
2997,CLTCL1,ENSG00000070371,112247
2998,CLUAP1,ENSG00000103351,38073
2999,CLUL1,ENSG00000079101,53347
3000,CLVS1,ENSG00000177182,444488
3001,CLVS2,ENSG00000146352,76691
3002,CLYBL,ENSG00000125246,302791
3003,CMA1,ENSG00000092009,2913
3004,CMAHP,ENSG00000168405,56220
3005,CMAHP,ENSG00000293489,390653
3006,CMAS,ENSG00000111726,19457
3007,CMBL,ENSG00000164237,32028
3008,CMC1,ENSG00000187118,83559
3009,CMIP,ENSG00000153815,266955
3010,CMKLR1,ENSG00000174600,51274
3011,CMPK1,ENSG00000162368,61077
3012,CMPK2,ENSG00000134326,26066
3013,CMTM1,ENSG00000089505,12745
3014,CMTM2,ENSG00000140932,8828
3015,CMTM3,ENSG00000140931,10019
3016,CMTM4,ENSG00000183723,81994
3017,CMTM5,ENSG00000166091,3000
3018,CMTM6,ENSG00000091317,21541
3019,CMTM7,ENSG00000153551,91370
3020,CMTM8,ENSG00000170293,131643
3021,CMYA5,ENSG00000164309,110405
3022,CNBD1,ENSG00000176571,748805
3023,CNBP,ENSG00000169714,16096
3024,CNDP1,ENSG00000150656,52713
3025,CNDP2,ENSG00000133313,27639
3026,CNFN,ENSG00000105427,3279
3027,CNGA1,ENSG00000198515,80705
3028,CNGA2,ENSG00000183862,10819
3029,CNGA3,ENSG00000144191,52414
3030,CNGA4,ENSG00000132259,9715
3031,CNGB1,ENSG00000070729,88789
3032,CNGB3,ENSG00000170289,189699
3033,CNIH2,ENSG00000174871,7127
3034,CNIH3,ENSG00000143786,305895
3035,CNIH4,ENSG00000143771,22602
3036,CNKSR1,ENSG00000142675,12401
3037,CNKSR2,ENSG00000149970,281895
3038,CNKSR3,ENSG00000153721,123171
3039,CNN1,ENSG00000130176,11557
3040,CNN2,ENSG00000064666,12483
3041,CNN3,ENSG00000117519,30275
3042,CNNM1,ENSG00000119946,64975
3043,CNNM2,ENSG00000148842,171929
3044,CNNM3,ENSG00000168763,19138
3045,CNNM4,ENSG00000158158,50973
3046,BLOC1S4,ENSG00000186222,1491
3047,CNOT1,ENSG00000125107,109935
3048,CNOT10,ENSG00000182973,88731
3049,CNOT2,ENSG00000111596,111992
3050,CNOT3,ENSG00000088038,17933
3051,CNOT4,ENSG00000080802,148351
3052,CNOT6,ENSG00000113300,83980
3053,CNOT6L,ENSG00000138767,106229
3054,CNOT7,ENSG00000198791,21913
3055,CNOT8,ENSG00000155508,19240
3056,CNP,ENSG00000173786,10978
3057,CNPPD1,ENSG00000115649,6210
3058,CNPY1,ENSG00000146910,81245
3059,CNPY2,ENSG00000257727,6278
3060,CNPY3,ENSG00000137161,9815
3061,CNPY4,ENSG00000166997,5875
3062,CNR1,ENSG00000118432,26484
3063,CNR2,ENSG00000188822,42848
3064,CNRIP1,ENSG00000119865,35881
3065,CNST,ENSG00000162852,102152
3066,CNTD1,ENSG00000176563,12788
3067,CNTF,ENSG00000242689,3069
3068,CNTFR,ENSG00000122756,38709
3069,CNTLN,ENSG00000044459,368942
3070,CNTN1,ENSG00000018236,379977
3071,CNTN2,ENSG00000184144,35353
3072,CNTN3,ENSG00000113805,352092
3073,CNTN4,ENSG00000144619,959147
3074,CNTN6,ENSG00000134115,311560
3075,CNTNAP1,ENSG00000108797,17463
3076,CNTNAP2,ENSG00000174469,2304997
3077,CNTNAP3,ENSG00000106714,223606
3078,CNTNAP3B,ENSG00000154529,239197
3079,CNTNAP4,ENSG00000152910,283480
3080,CNTNAP5,ENSG00000155052,895933
3081,CNTRL,ENSG00000119397,103070
3082,CNTROB,ENSG00000170037,17820
3083,COA5,ENSG00000183513,9202
3084,COASY,ENSG00000068120,4811
3085,COBL,ENSG00000106078,300607
3086,COBLL1,ENSG00000082438,190056
3087,COCH,ENSG00000100473,20552
3088,COG1,ENSG00000166685,15453
3089,COG2,ENSG00000135775,51502
3090,COG3,ENSG00000136152,71804
3091,COG4,ENSG00000103051,42993
3092,COG5,ENSG00000164597,362890
3093,COG6,ENSG00000133103,136040
3094,COG7,ENSG00000168434,64697
3095,COG8,ENSG00000213380,19444
3096,COIL,ENSG00000121058,22852
3097,COL10A1,ENSG00000123500,39839
3098,COL11A1,ENSG00000060718,232406
3099,COL11A2,ENSG00000204248,29819
3100,COL12A1,ENSG00000111799,121942
3101,COL13A1,ENSG00000197467,162396
3102,COL14A1,ENSG00000187955,313794
3103,COL15A1,ENSG00000204291,127609
3104,COL16A1,ENSG00000084636,52057
3105,COL17A1,ENSG00000065618,54595
3106,COL18A1,ENSG00000182871,108556
3107,COL19A1,ENSG00000082293,345913
3108,COL1A1,ENSG00000108821,17532
3109,COL1A2,ENSG00000164692,36333
3110,COL20A1,ENSG00000101203,41666
3111,COL21A1,ENSG00000124749,337505
3112,COL22A1,ENSG00000169436,325807
3113,COL23A1,ENSG00000050767,352918
3114,COL24A1,ENSG00000171502,427711
3115,COL25A1,ENSG00000188517,494028
3116,COL27A1,ENSG00000196739,156975
3117,COL28A1,ENSG00000215018,179671
3118,COL2A1,ENSG00000139219,31588
3119,COL3A1,ENSG00000168542,38374
3120,COL4A1,ENSG00000187498,158240
3121,COL4A2,ENSG00000134871,207398
3122,COL4A3,ENSG00000169031,150169
3123,COL4A4,ENSG00000081052,161740
3124,COL4A5,ENSG00000188153,257708
